"method" "nvar" "nerrors" "errorloc" "weight" "degeneracy" "user" "system" "elapsed" "maxDurationExceeded" "memfail"
"mip" 6 1 "middle" 1 NA 0.02 0 0.00999999999999979 FALSE FALSE
"mip" 6 2 "begin" 0 NA 0.00999999999999979 0 0.02 FALSE FALSE
"mip" 6 2 "end" 0 NA 0.02 0 0.02 FALSE FALSE
"mip" 6 2 "middle" 1 NA 0 0.02 0.0199999999999996 FALSE FALSE
"mip" 6 3 "begin" 1 NA 0.00999999999999979 0 0.0100000000000002 FALSE FALSE
"mip" 6 3 "end" 0 NA 0.02 0 0.02 FALSE FALSE
"mip" 6 3 "middle" 1 NA 0.0300000000000002 0 0.0299999999999998 FALSE FALSE
"mip" 6 4 "begin" 1 NA 0.0300000000000002 0 0.0299999999999998 FALSE FALSE
"mip" 6 4 "end" 1 NA 0.00999999999999979 0 0.02 FALSE FALSE
"mip" 6 4 "middle" 1 NA 0.02 0 0.0100000000000002 FALSE FALSE
"mip" 6 5 "begin" 1 NA 0.02 0 0.02 FALSE FALSE
"mip" 6 5 "end" 1 NA 0.0299999999999998 0 0.0300000000000002 FALSE FALSE
"mip" 6 5 "middle" 1 NA 0.0100000000000002 0 0.02 FALSE FALSE
"mip" 6 6 "begin" 1 NA 0.0100000000000002 0 0.00999999999999979 FALSE FALSE
"mip" 6 6 "end" 1 NA 0.0299999999999998 0 0.0300000000000002 FALSE FALSE
"mip" 6 6 "middle" 1 NA 0.02 0 0.02 FALSE FALSE
"mip" 7 1 "begin" 1 NA 0.02 0 0.02 FALSE FALSE
"mip" 7 1 "end" 0 NA 0.0299999999999998 0 0.0300000000000002 FALSE FALSE
"mip" 7 1 "middle" 1 NA 0.0100000000000002 0 0.02 FALSE FALSE
"mip" 7 2 "begin" 0 NA 0.0100000000000002 0 0.00999999999999979 FALSE FALSE
"mip" 7 2 "end" 0 NA 0.0299999999999998 0 0.0300000000000002 FALSE FALSE
"mip" 7 2 "middle" 1 NA 0.02 0 0.02 FALSE FALSE
"mip" 7 3 "begin" 1 NA 0.0100000000000002 0 0.02 FALSE FALSE
"mip" 7 3 "end" 0 NA 0.02 0.02 0.0300000000000002 FALSE FALSE
"mip" 7 3 "middle" 1 NA 0.00999999999999979 0 0.00999999999999979 FALSE FALSE
"mip" 7 4 "begin" 1 NA 0.00999999999999979 0 0.00999999999999979 FALSE FALSE
"mip" 7 4 "end" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 7 4 "middle" 1 NA 0.02 0 0.02 FALSE FALSE
"mip" 7 5 "begin" 1 NA 0.0199999999999996 0 0.02 FALSE FALSE
"mip" 7 5 "end" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 7 5 "middle" 1 NA 0.04 0 0.0499999999999998 FALSE FALSE
"mip" 7 6 "begin" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 7 6 "end" 1 NA 0.00999999999999979 0 0.00999999999999979 FALSE FALSE
"mip" 7 6 "middle" 1 NA 0.02 0 0.02 FALSE FALSE
"mip" 7 7 "begin" 1 NA 0.0300000000000002 0 0.0299999999999998 FALSE FALSE
"mip" 7 7 "end" 1 NA 0.00999999999999979 0 0.02 FALSE FALSE
"mip" 7 7 "middle" 1 NA 0.02 0.00999999999999998 0.0300000000000002 FALSE FALSE
"mip" 8 1 "begin" 1 NA 0.04 0 0.0299999999999998 FALSE FALSE
"mip" 8 1 "end" 0 NA 0.0100000000000002 0 0.0199999999999996 FALSE FALSE
"mip" 8 1 "middle" 1 NA 0.0299999999999998 0 0.0300000000000002 FALSE FALSE
"mip" 8 2 "begin" 0 NA 0.02 0 0.0199999999999996 FALSE FALSE
"mip" 8 2 "end" 0 NA 0.0299999999999998 0 0.0300000000000002 FALSE FALSE
"mip" 8 2 "middle" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 8 3 "begin" 1 NA 0.0100000000000002 0 0.0199999999999996 FALSE FALSE
"mip" 8 3 "end" 0 NA 0.0299999999999998 0 0.0300000000000002 FALSE FALSE
"mip" 8 3 "middle" 1 NA 0.02 0.02 0.0300000000000002 FALSE FALSE
"mip" 8 4 "begin" 1 NA 0.0200000000000005 0 0.0200000000000005 FALSE FALSE
"mip" 8 4 "end" 0 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 8 4 "middle" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 8 5 "begin" 1 NA 0.04 0 0.0300000000000002 FALSE FALSE
"mip" 8 5 "end" 1 NA 0.0100000000000007 0.02 0.0300000000000002 FALSE FALSE
"mip" 8 5 "middle" 1 NA 0.0199999999999996 0 0.0199999999999996 FALSE FALSE
"mip" 8 6 "begin" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 8 6 "end" 1 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 8 6 "middle" 1 NA 0.0199999999999996 0 0.0200000000000005 FALSE FALSE
"mip" 8 7 "begin" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 8 7 "end" 1 NA 0.0199999999999996 0 0.0199999999999996 FALSE FALSE
"mip" 8 7 "middle" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 8 8 "begin" 1 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 8 8 "end" 1 NA 0.0199999999999996 0 0.0200000000000005 FALSE FALSE
"mip" 8 8 "middle" 1 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 9 1 "begin" 1 NA 0.0199999999999996 0 0.0199999999999996 FALSE FALSE
"mip" 9 1 "end" 0 NA 0.0200000000000005 0 0.0199999999999996 FALSE FALSE
"mip" 9 1 "middle" 1 NA 0.00999999999999979 0.00999999999999995 0.0300000000000002 FALSE FALSE
"mip" 9 2 "begin" 0 NA 0.0200000000000005 0 0.0200000000000005 FALSE FALSE
"mip" 9 2 "end" 0 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 9 2 "middle" 1 NA 0.0100000000000007 0.01 0.0300000000000002 FALSE FALSE
"mip" 9 3 "begin" 1 NA 0.00999999999999979 0 0.0199999999999996 FALSE FALSE
"mip" 9 3 "end" 0 NA 0.04 0 0.0300000000000002 FALSE FALSE
"mip" 9 3 "middle" 1 NA 0.00999999999999979 0.02 0.0300000000000002 FALSE FALSE
"mip" 9 4 "begin" 1 NA 0.0199999999999996 0 0.0199999999999996 FALSE FALSE
"mip" 9 4 "end" 0 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 9 4 "middle" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 9 5 "begin" 1 NA 0.00999999999999979 0.00999999999999995 0.0300000000000002 FALSE FALSE
"mip" 9 5 "end" 1 NA 0.0200000000000005 0 0.0200000000000005 FALSE FALSE
"mip" 9 5 "middle" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 9 6 "begin" 1 NA 0.0199999999999996 0.02 0.0299999999999994 FALSE FALSE
"mip" 9 6 "end" 1 NA 0.00999999999999979 0 0.0200000000000005 FALSE FALSE
"mip" 9 6 "middle" 1 NA 0.04 0 0.0300000000000002 FALSE FALSE
"mip" 9 7 "begin" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 9 7 "end" 1 NA 0.0199999999999996 0 0.0199999999999996 FALSE FALSE
"mip" 9 7 "middle" 1 NA 0.0200000000000005 0 0.00999999999999979 FALSE FALSE
"mip" 9 8 "begin" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 9 8 "end" 1 NA 0.0300000000000002 0 0.04 FALSE FALSE
"mip" 9 8 "middle" 1 NA 0.0299999999999994 0 0.0300000000000002 FALSE FALSE
"mip" 9 9 "begin" 1 NA 0.0199999999999996 0 0.0200000000000005 FALSE FALSE
"mip" 9 9 "end" 1 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 9 9 "middle" 1 NA 0.0199999999999996 0.02 0.0300000000000002 FALSE FALSE
"mip" 10 1 "begin" 1 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 10 1 "end" 0 NA 0.0299999999999994 0 0.0300000000000002 FALSE FALSE
"mip" 10 1 "middle" 1 NA 0.0200000000000005 0 0.0200000000000005 FALSE FALSE
"mip" 10 2 "begin" 0 NA 0.00999999999999979 0 0.0100000000000007 FALSE FALSE
"mip" 10 2 "end" 0 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 10 2 "middle" 1 NA 0.0299999999999994 0 0.0300000000000002 FALSE FALSE
"mip" 10 3 "begin" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 10 3 "end" 0 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 10 3 "middle" 1 NA 0.0299999999999994 0 0.0300000000000002 FALSE FALSE
"mip" 10 4 "begin" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 10 4 "end" 0 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 10 4 "middle" 1 NA 0.00999999999999979 0 0.0199999999999996 FALSE FALSE
"mip" 10 5 "begin" 1 NA 0.0200000000000005 0 0.0100000000000007 FALSE FALSE
"mip" 10 5 "end" 0 NA 0.0299999999999994 0 0.0399999999999991 FALSE FALSE
"mip" 10 5 "middle" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 10 6 "begin" 1 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 10 6 "end" 1 NA 0.04 0 0.0300000000000002 FALSE FALSE
"mip" 10 6 "middle" 1 NA 0.00999999999999979 0.01 0.0300000000000002 FALSE FALSE
"mip" 10 7 "begin" 1 NA 0.0300000000000002 0 0.04 FALSE FALSE
"mip" 10 7 "end" 1 NA 0.0399999999999991 0 0.0300000000000002 FALSE FALSE
"mip" 10 7 "middle" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 10 8 "begin" 1 NA 0.0299999999999994 0 0.0300000000000002 FALSE FALSE
"mip" 10 8 "end" 1 NA 0.0200000000000005 0.02 0.0300000000000002 FALSE FALSE
"mip" 10 8 "middle" 1 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 10 9 "begin" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 10 9 "end" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 10 9 "middle" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 10 10 "begin" 1 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 10 10 "end" 1 NA 0.0299999999999994 0 0.04 FALSE FALSE
"mip" 10 10 "middle" 1 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 11 1 "begin" 1 NA 0.00999999999999979 0 0.0199999999999996 FALSE FALSE
"mip" 11 1 "end" 0 NA 0.0300000000000002 0 0.0300000000000002 FALSE FALSE
"mip" 11 1 "middle" 1 NA 0.04 0 0.0300000000000002 FALSE FALSE
"mip" 11 2 "begin" 0 NA 0.0199999999999996 0 0.0199999999999996 FALSE FALSE
"mip" 11 2 "end" 0 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 11 2 "middle" 1 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 11 3 "begin" 1 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 11 3 "end" 0 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 11 3 "middle" 1 NA 0.0300000000000002 0 0.0300000000000011 FALSE FALSE
"mip" 11 4 "begin" 1 NA 0.0300000000000002 0 0.0300000000000011 FALSE FALSE
"mip" 11 4 "end" 0 NA 0.0300000000000002 0 0.0299999999999994 FALSE FALSE
"mip" 11 4 "middle" 1 NA 0.0299999999999994 0 0.0400000000000009 FALSE FALSE
"mip" 11 5 "begin" 1 NA 0.0300000000000002 0 0.0400000000000009 FALSE FALSE
"mip" 11 5 "end" 0 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 11 5 "middle" 1 NA 0.0300000000000011 0 0.0300000000000011 FALSE FALSE
"mip" 11 6 "begin" 1 NA 0.0300000000000011 0 0.0300000000000011 FALSE FALSE
"mip" 11 6 "end" 1 NA 0.0499999999999989 0 0.0499999999999989 FALSE FALSE
"mip" 11 6 "middle" 1 NA 0.0300000000000011 0 0.0300000000000011 FALSE FALSE
"mip" 11 7 "begin" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 11 7 "end" 1 NA 0.0500000000000007 0 0.0500000000000007 FALSE FALSE
"mip" 11 7 "middle" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 11 8 "begin" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 11 8 "end" 1 NA 0.0300000000000011 0 0.0300000000000011 FALSE FALSE
"mip" 11 8 "middle" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 11 9 "begin" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 11 9 "end" 1 NA 0.0400000000000009 0 0.0300000000000011 FALSE FALSE
"mip" 11 9 "middle" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 11 10 "begin" 1 NA 0.0199999999999996 0.01 0.0299999999999994 FALSE FALSE
"mip" 11 10 "end" 1 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 11 10 "middle" 1 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 12 1 "begin" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 12 1 "end" 0 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 12 1 "middle" 1 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 12 2 "begin" 0 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 12 2 "end" 0 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 12 2 "middle" 1 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 12 3 "begin" 1 NA 0.0200000000000014 0 0.0300000000000011 FALSE FALSE
"mip" 12 3 "end" 0 NA 0.0299999999999994 0 0.0399999999999991 FALSE FALSE
"mip" 12 3 "middle" 1 NA 0.0199999999999996 0.02 0.0299999999999994 FALSE FALSE
"mip" 12 4 "begin" 1 NA 0.0300000000000011 0 0.0400000000000009 FALSE FALSE
"mip" 12 4 "end" 0 NA 0.0399999999999991 0 0.0299999999999994 FALSE FALSE
"mip" 12 4 "middle" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 12 5 "begin" 1 NA 0.0400000000000009 0 0.0400000000000009 FALSE FALSE
"mip" 12 5 "end" 0 NA 0.00999999999999979 0.01 0.0299999999999994 FALSE FALSE
"mip" 12 5 "middle" 1 NA 0.0299999999999994 0 0.0400000000000009 FALSE FALSE
"mip" 12 6 "begin" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 12 6 "end" 0 NA 0.0300000000000011 0 0.0399999999999991 FALSE FALSE
"mip" 12 6 "middle" 1 NA 0.0499999999999989 0 0.0400000000000009 FALSE FALSE
"mip" 12 7 "begin" 1 NA 0.0500000000000007 0 0.0499999999999989 FALSE FALSE
"mip" 12 7 "end" 1 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 12 7 "middle" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 12 8 "begin" 1 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 12 8 "end" 1 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 12 8 "middle" 1 NA 0.0500000000000007 0 0.0499999999999989 FALSE FALSE
"mip" 12 9 "begin" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 12 9 "end" 1 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 12 9 "middle" 1 NA 0.0500000000000007 0 0.0499999999999989 FALSE FALSE
"mip" 12 10 "begin" 1 NA 0.0499999999999989 0 0.0500000000000007 FALSE FALSE
"mip" 12 10 "end" 1 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 12 10 "middle" 1 NA 0.0299999999999994 0.02 0.0500000000000007 FALSE FALSE
"mip" 13 1 "begin" 1 NA 0.00999999999999979 0.01 0.0299999999999994 FALSE FALSE
"mip" 13 1 "end" 0 NA 0.0300000000000011 0 0.0399999999999991 FALSE FALSE
"mip" 13 1 "middle" 1 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 13 2 "begin" 0 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 13 2 "end" 0 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 13 2 "middle" 1 NA 0.0500000000000007 0 0.0400000000000009 FALSE FALSE
"mip" 13 3 "begin" 1 NA 0.00999999999999979 0.02 0.0299999999999994 FALSE FALSE
"mip" 13 3 "end" 0 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 13 3 "middle" 1 NA 0.0500000000000007 0 0.0499999999999989 FALSE FALSE
"mip" 13 4 "begin" 1 NA 0.0499999999999989 0 0.0500000000000007 FALSE FALSE
"mip" 13 4 "end" 0 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 13 4 "middle" 1 NA 0.0499999999999989 0 0.0499999999999989 FALSE FALSE
"mip" 13 5 "begin" 1 NA 0.0499999999999989 0 0.0500000000000007 FALSE FALSE
"mip" 13 5 "end" 0 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 13 5 "middle" 1 NA 0.0499999999999989 0 0.0500000000000007 FALSE FALSE
"mip" 13 6 "begin" 1 NA 0.0300000000000011 0.02 0.0499999999999989 FALSE FALSE
"mip" 13 6 "end" 0 NA 0.0199999999999996 0.01 0.0300000000000011 FALSE FALSE
"mip" 13 6 "middle" 1 NA 0.0600000000000005 0 0.0599999999999987 FALSE FALSE
"mip" 13 7 "begin" 1 NA 0.0400000000000009 0 0.0400000000000009 FALSE FALSE
"mip" 13 7 "end" 1 NA 0.0499999999999989 0 0.0499999999999989 FALSE FALSE
"mip" 13 7 "middle" 1 NA 0.0500000000000007 0 0.0500000000000007 FALSE FALSE
"mip" 13 8 "begin" 1 NA 0.0299999999999994 0 0.0399999999999991 FALSE FALSE
"mip" 13 8 "end" 1 NA 0.0500000000000007 0 0.0500000000000007 FALSE FALSE
"mip" 13 8 "middle" 1 NA 0.0399999999999991 0 0.0499999999999989 FALSE FALSE
"mip" 13 9 "begin" 1 NA 0.0600000000000005 0 0.0599999999999987 FALSE FALSE
"mip" 13 9 "end" 1 NA 0.0299999999999994 0 0.0500000000000007 FALSE FALSE
"mip" 13 9 "middle" 1 NA 0.0500000000000007 0 0.0499999999999989 FALSE FALSE
"mip" 13 10 "begin" 1 NA 0.0400000000000009 0 0.0499999999999989 FALSE FALSE
"mip" 13 10 "end" 1 NA 0.0500000000000007 0 0.0500000000000007 FALSE FALSE
"mip" 13 10 "middle" 1 NA 0.0499999999999989 0 0.0399999999999991 FALSE FALSE
"mip" 14 1 "begin" 1 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 14 1 "end" 0 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 14 1 "middle" 1 NA 0.0399999999999991 0 0.0300000000000011 FALSE FALSE
"mip" 14 2 "begin" 0 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 14 2 "end" 0 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 14 2 "middle" 1 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 14 3 "begin" 1 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 14 3 "end" 0 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 14 3 "middle" 1 NA 0.0500000000000007 0 0.0500000000000007 FALSE FALSE
"mip" 14 4 "begin" 1 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 14 4 "end" 0 NA 0.0400000000000009 0 0.0299999999999994 FALSE FALSE
"mip" 14 4 "middle" 1 NA 0.0399999999999991 0 0.0500000000000007 FALSE FALSE
"mip" 14 5 "begin" 1 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 14 5 "end" 0 NA 0.00999999999999979 0.0099999999999999 0.0300000000000011 FALSE FALSE
"mip" 14 5 "middle" 1 NA 0.0500000000000007 0 0.0399999999999991 FALSE FALSE
"mip" 14 6 "begin" 1 NA 0.0399999999999991 0 0.0500000000000007 FALSE FALSE
"mip" 14 6 "end" 0 NA 0.0399999999999991 0 0.0299999999999994 FALSE FALSE
"mip" 14 6 "middle" 1 NA 0.0400000000000009 0 0.0500000000000007 FALSE FALSE
"mip" 14 7 "begin" 1 NA 0.0500000000000007 0 0.0499999999999989 FALSE FALSE
"mip" 14 7 "end" 0 NA 0.0299999999999994 0 0.0300000000000011 FALSE FALSE
"mip" 14 7 "middle" 1 NA 0.0499999999999989 0 0.0499999999999989 FALSE FALSE
"mip" 14 8 "begin" 1 NA 0.0500000000000007 0 0.0400000000000009 FALSE FALSE
"mip" 14 8 "end" 1 NA 0.0500000000000007 0 0.0499999999999989 FALSE FALSE
"mip" 14 8 "middle" 1 NA 0.0399999999999991 0 0.0500000000000007 FALSE FALSE
"mip" 14 9 "begin" 1 NA 0.0500000000000007 0 0.0399999999999991 FALSE FALSE
"mip" 14 9 "end" 1 NA 0.0399999999999991 0 0.0299999999999994 FALSE FALSE
"mip" 14 9 "middle" 1 NA 0.0400000000000009 0 0.0500000000000007 FALSE FALSE
"mip" 14 10 "begin" 1 NA 0.0599999999999987 0 0.0700000000000003 FALSE FALSE
"mip" 14 10 "end" 1 NA 0.0300000000000011 0 0.0300000000000011 FALSE FALSE
"mip" 14 10 "middle" 1 NA 0.0299999999999994 0.02 0.0499999999999989 FALSE FALSE
"mip" 15 1 "begin" 1 NA 0.00999999999999979 0.01 0.0300000000000011 FALSE FALSE
"mip" 15 1 "end" 0 NA 0.0500000000000007 0 0.0499999999999989 FALSE FALSE
"mip" 15 1 "middle" 1 NA 0.0500000000000007 0 0.0400000000000009 FALSE FALSE
"mip" 15 2 "begin" 0 NA 0.0500000000000007 0 0.0500000000000007 FALSE FALSE
"mip" 15 2 "end" 0 NA 0.0299999999999994 0 0.0299999999999994 FALSE FALSE
"mip" 15 2 "middle" 1 NA 0.0600000000000005 0 0.0700000000000003 FALSE FALSE
"mip" 15 3 "begin" 1 NA 0.0499999999999989 0 0.0500000000000007 FALSE FALSE
"mip" 15 3 "end" 0 NA 0.0300000000000011 0 0.0299999999999994 FALSE FALSE
"mip" 15 3 "middle" 1 NA 0.0599999999999987 0 0.0599999999999987 FALSE FALSE
"mip" 15 4 "begin" 1 NA 0.0500000000000007 0 0.0500000000000007 FALSE FALSE
"mip" 15 4 "end" 0 NA 0.0299999999999994 0.02 0.0499999999999972 FALSE FALSE
"mip" 15 4 "middle" 1 NA 0.0500000000000007 0 0.0400000000000027 FALSE FALSE
"mip" 15 5 "begin" 1 NA 0.0700000000000003 0 0.0600000000000023 FALSE FALSE
"mip" 15 5 "end" 0 NA 0.0399999999999991 0 0.0499999999999972 FALSE FALSE
"mip" 15 5 "middle" 1 NA 0.0500000000000007 0 0.0500000000000007 FALSE FALSE
"mip" 15 6 "begin" 1 NA 0.0700000000000003 0 0.0700000000000003 FALSE FALSE
"mip" 15 6 "end" 0 NA 0.0300000000000011 0 0.0300000000000011 FALSE FALSE
